domain_id	length	sccs	superfamily	species_id
d1p4wa_	87	a.4.6.2	a.4.6	1p4w
d1fc3a_	119	a.4.6.3	a.4.6	1fc3
d3c57a_	51	a.4.6.0	a.4.6	3c57
d1zlja_	69	a.4.6.0	a.4.6	1zlj
d5dcma1	94	a.4.6.0	a.4.6	5dcm
d1vq8i1	70	a.4.7.1	a.4.7	1vq8
d3cjrb1	48	a.4.7.1	a.4.7	3cjr
d1fjgr_	73	a.4.8.1	a.4.8	1fjg
d2uubr1	70	a.4.8.1	a.4.8	2uub
d1e3pa1	83	a.4.9.1	a.4.9	1e3p
d1e3ha1	83	a.4.9.1	a.4.9	1e3h
d1k6ya1	46	a.4.10.1	a.4.10	1k6y
d1twfj_	65	a.4.11.1	a.4.11	1twf
d1jhga_	101	a.4.12.1	a.4.12	1jhg
d6enia_	104	a.4.12.1	a.4.12	6eni
d1l8qa1	108	a.4.12.2	a.4.12	1l8q
d1j1va_	94	a.4.12.2	a.4.12	1j1v
d2oa4a1	93	a.4.12.3	a.4.12	2oa4
d1rp3a1	77	a.4.13.1	a.4.13	1rp3
d1smyf1	61	a.4.13.1	a.4.13	1smy
d1rp3a2	71	a.4.13.2	a.4.13	1rp3
d1ku3a_	61	a.4.13.2	a.4.13	1ku3
d1or7a1	68	a.4.13.2	a.4.13	1or7
d1l0oc_	57	a.4.13.2	a.4.13	1l0o
d1xsva_	106	a.4.13.3	a.4.13	1xsv
d4g7hf2	61	a.4.13.0	a.4.13	4g7h
d1vz0a1	93	a.4.14.1	a.4.14	1vz0
d1r71a_	114	a.4.14.1	a.4.14	1r71
d7bm8a2	82	a.4.14.0	a.4.14	7bm8
d1rq6a_	62	a.4.15.1	a.4.15	1rq6
d1cuka1	48	a.5.1.1	a.5.1	1cuk
d1bvsa1	49	a.5.1.1	a.5.1	1bvs
d1ixsa_	50	a.5.1.1	a.5.1	1ixs
d1pgya_	47	a.5.2.1	a.5.2	1pgy
d2cpwa1	51	a.5.2.1	a.5.2	2cpw
d1qzea1	41	a.5.2.1	a.5.2	1qze
d1dv0a_	45	a.5.2.1	a.5.2	1dv0
d2g3qa1	43	a.5.2.1	a.5.2	2g3q
d2cp8a1	41	a.5.2.1	a.5.2	2cp8
d2cosa1	41	a.5.2.1	a.5.2	2cos
d2crna1	51	a.5.2.1	a.5.2	2crn
d2dkla1	72	a.5.2.1	a.5.2	2dkl
d1z96a1	38	a.5.2.1	a.5.2	1z96
d2daha1	41	a.5.2.1	a.5.2	2dah
d2dnaa1	233	a.5.2.1	a.5.2	2dna
d1wj7a1	91	a.5.2.1	a.5.2	1wj7
d3e46a1	42	a.5.2.1	a.5.2	3e46
d1ttea1	55	a.5.2.1	a.5.2	1tte
d2bwba_	46	a.5.2.1	a.5.2	2bwb
d3b0fa_	43	a.5.2.1	a.5.2	3b0f
d1xb2b1	56	a.5.2.2	a.5.2	1xb2
d1efub3	54	a.5.2.2	a.5.2	1efu
d1oaia_	59	a.5.2.3	a.5.2	1oai
d1v92a_	46	a.5.2.3	a.5.2	1v92
d2di0a1	63	a.5.2.4	a.5.2	2di0
d1otra_	49	a.5.2.4	a.5.2	1otr
d1mn3a_	54	a.5.2.4	a.5.2	1mn3
d2daka1	216	a.5.2.0	a.5.2	2dak
d2daga1	223	a.5.2.0	a.5.2	2dag
d2cwba_	218	a.5.2.0	a.5.2	2cwb
d1r5la1	66	a.5.3.1	a.5.3	1r5l
d1auaa1	93	a.5.3.1	a.5.3	1aua
d1olma1	75	a.5.3.1	a.5.3	1olm
d1enwa_	114	a.5.4.1	a.5.4	1enw
d1eija_	72	a.5.6.1	a.5.6	1eij
d2crua1	105	a.5.6.1	a.5.6	2cru
d1sr9a1	46	a.5.7.1	a.5.7	1sr9
d1nvma1	51	a.5.7.1	a.5.7	1nvm
d1rqba1	168	a.5.7.2	a.5.7	1rqb
d1t95a1	75	a.5.8.1	a.5.8	1t95
d1t3ta1	68	a.5.10.1	a.5.10	1t3t
d1jjcb1	77	a.6.1.1	a.6.1	1jjc
d1jjcb2	75	a.6.1.1	a.6.1	1jjc
d1xpaa1	77	a.6.1.2	a.6.1	1xpa
d1r8da_	109	a.6.1.3	a.6.1	1r8d
d1r8ea1	118	a.6.1.3	a.6.1	1r8e
d1q06a_	122	a.6.1.3	a.6.1	1q06
d1q08a_	94	a.6.1.3	a.6.1	1q08
d1j9ia_	68	a.6.1.5	a.6.1	1j9i
d1nd9a_	49	a.6.1.6	a.6.1	1nd9
d1rh6a_	55	a.6.1.7	a.6.1	1rh6
d1qpma_	69	a.6.1.7	a.6.1	1qpm
d1tnsa_	76	a.6.1.7	a.6.1	1tns
d5gpea_	123	a.6.1.0	a.6.1	5gpe
d5crla_	114	a.6.1.0	a.6.1	5crl
d7a8ta1	123	a.7.1.1	a.7.1	7a8t
d7a8ta2	115	a.7.1.1	a.7.1	7a8t
d7a8ta3	121	a.7.1.1	a.7.1	7a8t
d7a8ta4	114	a.7.1.1	a.7.1	7a8t
d1quua1	124	a.7.1.1	a.7.1	1quu
d1quua2	124	a.7.1.1	a.7.1	1quu
d1hcia1	125	a.7.1.1	a.7.1	1hci
d1hcia4	114	a.7.1.1	a.7.1	1hci
d1u5pa1	110	a.7.1.1	a.7.1	1u5p
d1u5pa2	101	a.7.1.1	a.7.1	1u5p
d1cuna2	104	a.7.1.1	a.7.1	1cun
d2spca_	107	a.7.1.1	a.7.1	2spc
d1s35a1	106	a.7.1.1	a.7.1	1s35
d1s35a2	105	a.7.1.1	a.7.1	1s35
d3f31a_	137	a.7.1.0	a.7.1	3f31
d1e2aa_	102	a.7.2.1	a.7.2	1e2a
d2e2aa_	104	a.7.2.1	a.7.2	2e2a
d3l8ra_	102	a.7.2.0	a.7.2	3l8r
d1jnra1	141	a.7.3.1	a.7.3	1jnr
d1kf6a1	134	a.7.3.1	a.7.3	1kf6
d2bs2a1	198	a.7.3.1	a.7.3	2bs2
d1chua1	111	a.7.3.1	a.7.3	1chu
d1neka1	138	a.7.3.1	a.7.3	1nek
d1g73a_	157	a.7.4.1	a.7.4	1g73
d1qsda_	102	a.7.5.1	a.7.5	1qsd
d1h7ca_	103	a.7.5.1	a.7.5	1h7c
d2qalt1	85	a.7.6.1	a.7.6	2qal
d1fjgt_	99	a.7.6.1	a.7.6	1fjg
d2uubt1	99	a.7.6.1	a.7.6	2uub
d1t7sa_	129	a.7.7.1	a.7.7	1t7s
d1j2jb_	41	a.7.8.1	a.7.8	1j2j
d1o3xa_	112	a.7.8.1	a.7.8	1o3x
d1wrda1	93	a.7.8.1	a.7.8	1wrd
d1hf8a1	132	a.7.8.2	a.7.8	1hf8
d1rrza_	66	a.7.10.1	a.7.10	1rrz
d1vcta1	99	a.7.12.1	a.7.12	1vct
d1xwma_	212	a.7.12.1	a.7.12	1xwm
d1sumb_	225	a.7.12.1	a.7.12	1sum
d1vp7a_	68	a.7.13.1	a.7.13	1vp7
d2cpta1	104	a.7.14.1	a.7.14	2cpt
d5fvka_	82	a.7.14.0	a.7.14	5fvk
d4a5xa_	73	a.7.14.0	a.7.14	4a5x
d1xdpa1	105	a.7.15.1	a.7.15	1xdp
d2o8ra1	94	a.7.15.1	a.7.15	2o8r
d2crba1	83	a.7.16.1	a.7.16	2crb
d2goma1	61	a.7.17.1	a.7.17	2gom
d3qwoc_	53	a.8.1.1	a.8.1	3qwo
d1gvna_	87	a.8.2.1	a.8.2	1gvn
d3bvxa1	111	a.8.3.1	a.8.3	3bvx
d3bvua1	111	a.8.3.1	a.8.3	3bvu
d1o7d.1	37	a.8.3.1	a.8.3	1o7d
d1k1xa1	74	a.8.3.2	a.8.3	1k1x
d2b5dx1	114	a.8.3.3	a.8.3	2b5d
d1ufaa1	105	a.8.3.3	a.8.3	1ufa
d1u00a1	112	a.8.4.1	a.8.4	1u00
d1dkza1	97	a.8.4.1	a.8.4	1dkz
d4f01a2	96	a.8.4.1	a.8.4	4f01
d1r4ga_	53	a.8.5.1	a.8.5	1r4g
d1nu9c1	145	a.8.6.1	a.8.6	1nu9
d1nu9c2	136	a.8.6.1	a.8.6	1nu9
d1r8ia_	187	a.8.7.1	a.8.7	1r8i
d2qkwa1	101	a.8.8.1	a.8.8	2qkw
d2ahma1	73	a.8.9.1	a.8.9	2ahm
d2gf4a1	89	a.8.10.1	a.8.10	2gf4
d2oo2a1	75	a.8.11.1	a.8.11	2oo2
d2pmra1	75	a.8.11.1	a.8.11	2pmr
d1w85i_	42	a.9.1.1	a.9.1	1w85
d2eq9c_	40	a.9.1.0	a.9.1	2eq9
d6e6oa_	40	a.10.1.1	a.10.1	6e6o
d2erla_	40	a.10.1.1	a.10.1	2erl
d1erpa_	228	a.10.1.1	a.10.1	1erp
d1erda_	40	a.10.1.1	a.10.1	1erd
d1hd6a_	37	a.10.1.1	a.10.1	1hd6
d1x9ba_	53	a.10.2.1	a.10.2	1x9b
d1hbka_	89	a.11.1.1	a.11.1	1hbk
d2cb8a_	86	a.11.1.1	a.11.1	2cb8
d1gg3a1	106	a.11.2.1	a.11.2	1gg3
d2al6a1	123	a.11.2.1	a.11.2	2al6
d1h4ra1	111	a.11.2.1	a.11.2	1h4r
d1mixa1	114	a.11.2.1	a.11.2	1mix
d1kdxa_	81	a.12.1.1	a.12.1	1kdx
d2fcwa1	105	a.13.1.1	a.13.1	2fcw
d1nrea_	81	a.13.1.1	a.13.1	1nre
d1yu5x_	67	a.14.1.1	a.14.1	1yu5
d1tbaa_	67	a.15.1.1	a.15.1	1tba
d1xeqa1	89	a.16.1.1	a.16.1	1xeq
d2zkoa_	70	a.16.1.1	a.16.1	2zko
d1a32a_	85	a.16.1.2	a.16.1	1a32
d1r6ta1	54	a.16.1.3	a.16.1	1r6t
d1hp8a_	68	a.17.1.1	a.17.1	1hp8
d1u97a_	69	a.17.1.2	a.17.1	1u97
d2enda_	137	a.18.1.1	a.18.1	2end
d2lisa_	131	a.19.1.1	a.19.1	2lis
d1gaka_	137	a.19.1.1	a.19.1	1gak
d2wkxa1	82	a.20.1.1	a.20.1	2wkx
d1lbua1	83	a.20.1.1	a.20.1	1lbu
d1su3a1	55	a.20.1.2	a.20.1	1su3
d1l6ja1	66	a.20.1.2	a.20.1	1l6j
d2gzka1	73	a.21.1.1	a.21.1	2gzk
d1ckta_	71	a.21.1.1	a.21.1	1ckt
d1j3da_	78	a.21.1.1	a.21.1	1j3d
d1qrva_	73	a.21.1.1	a.21.1	1qrv
d2lefa_	86	a.21.1.1	a.21.1	2lef
d2hdza_	66	a.21.1.1	a.21.1	2hdz
d4a3na_	64	a.21.1.0	a.21.1	4a3n
d1tzya_	106	a.22.1.1	a.22.1	1tzy
d1tzyb_	92	a.22.1.1	a.22.1	1tzy
d1tzyc_	95	a.22.1.1	a.22.1	1tzy
d2huec_	82	a.22.1.1	a.22.1	2hue
d1f1ea_	151	a.22.1.2	a.22.1	1f1e
d1b67a_	68	a.22.1.2	a.22.1	1b67
d2bykb1	89	a.22.1.3	a.22.1	2byk
d2byka1	72	a.22.1.3	a.22.1	2byk
d1q9ca_	164	a.22.1.3	a.22.1	1q9c
d1jfia_	63	a.22.1.3	a.22.1	1jfi
d1jfib_	135	a.22.1.3	a.22.1	1jfi
d1n1ja_	87	a.22.1.3	a.22.1	1n1j
d1n1jb_	78	a.22.1.3	a.22.1	1n1j
d1h3oa_	49	a.22.1.3	a.22.1	1h3o
d1h3ob1	70	a.22.1.3	a.22.1	1h3o
d1bh9a_	45	a.22.1.3	a.22.1	1bh9
d1bh9b_	89	a.22.1.3	a.22.1	1bh9
d1tafa_	68	a.22.1.3	a.22.1	1taf
d1tafb_	70	a.22.1.3	a.22.1	1taf
d4g92b_	92	a.22.1.3	a.22.1	4g92
d4csrb_	82	a.22.1.3	a.22.1	4csr
d1r4va_	151	a.22.1.4	a.22.1	1r4v
d1wwia1	148	a.22.1.4	a.22.1	1wwi
d1fpoa2	95	a.23.1.1	a.23.1	1fpo
d1eexg_	137	a.23.2.1	a.23.2	1eex
d1mtyg_	162	a.23.3.1	a.23.3	1mty
d1om2a_	95	a.23.4.1	a.23.4	1om2
d1jw2a_	72	a.23.5.1	a.23.5	1jw2
d2gboa1	82	a.23.6.1	a.23.6	2gbo
d2odma_	79	a.23.6.0	a.23.6	2odm
d2gsva1	67	a.23.7.1	a.23.7	2gsv
d1gs9a_	144	a.24.1.1	a.24.1	1gs9
d2liga_	157	a.24.2.1	a.24.2	2lig
d2d4ua1	163	a.24.2.0	a.24.2	2d4u
d256ba_	106	a.24.3.1	a.24.3	256b
d1bbha_	131	a.24.3.2	a.24.3	1bbh
d1cpqa_	129	a.24.3.2	a.24.3	1cpq
d1mqva_	123	a.24.3.2	a.24.3	1mqv
d2ccya_	127	a.24.3.2	a.24.3	2ccy
d1s05a_	129	a.24.3.2	a.24.3	1s05
d2ykza_	126	a.24.3.2	a.24.3	2ykz
d6a3ka_	129	a.24.3.0	a.24.3	6a3k
d2mhra_	118	a.24.4.1	a.24.4	2mhr
d1cgme_	160	a.24.5.1	a.24.5	1cgm
d1ei7a_	158	a.24.5.1	a.24.5	1ei7
d4drib1	88	a.24.7.1	a.24.7	4dri
d3fapb_	94	a.24.7.1	a.24.7	3fap
d1avo.1	60	a.24.8.1	a.24.8	1avo
d1yaro_	218	a.24.8.1	a.24.8	1yar
d1h6ga1	131	a.24.9.1	a.24.9	1h6g
d1h6ga2	124	a.24.9.1	a.24.9	1h6g
d1dova_	181	a.24.9.1	a.24.9	1dov
d1qkra_	181	a.24.9.1	a.24.9	1qkr
d1t01a1	125	a.24.9.1	a.24.9	1t01
d1t01a2	127	a.24.9.1	a.24.9	1t01
d1st6a3	119	a.24.9.1	a.24.9	1st6
d1st6a4	117	a.24.9.1	a.24.9	1st6
d1st6a5	158	a.24.9.1	a.24.9	1st6
d1st6a6	72	a.24.9.1	a.24.9	1st6
d1st6a7	137	a.24.9.1	a.24.9	1st6
d2b0ha1	136	a.24.9.2	a.24.9	2b0h
d2a0ba_	118	a.24.10.1	a.24.10	2a0b
d1yvia1	139	a.24.10.2	a.24.10	1yvi
d1c02a_	166	a.24.10.2	a.24.10	1c02
d2r25a_	166	a.24.10.2	a.24.10	2r25
d1i5na_	128	a.24.10.3	a.24.10	1i5n
d1sr2a_	116	a.24.10.4	a.24.10	1sr2
d1y6da_	114	a.24.10.5	a.24.10	1y6d
d2ooca1	104	a.24.10.6	a.24.10	2ooc
d4g78a1	144	a.24.10.0	a.24.10	4g78
d1he1a1	134	a.24.11.1	a.24.11	1he1
d1g4wr1	98	a.24.11.1	a.24.11	1g4w
d1g4us1	130	a.24.11.1	a.24.11	1g4u
d1hy5a_	120	a.24.11.1	a.24.11	1hy5
d1f1ma_	162	a.24.12.1	a.24.12	1f1m
d1yjga_	157	a.24.12.0	a.24.12	1yjg
d7bmla_	161	a.24.12.0	a.24.12	7bml
d1vmaa1	81	a.24.13.1	a.24.13	1vma
d1okkd1	58	a.24.13.1	a.24.13	1okk
d1j8mf1	84	a.24.13.1	a.24.13	1j8m
d1ls1a1	88	a.24.13.1	a.24.13	1ls1
d1k04a_	142	a.24.14.1	a.24.14	1k04
d1oqca_	112	a.24.15.1	a.24.15	1oqc
d1jr8a_	105	a.24.15.1	a.24.15	1jr8
d3gwla1	103	a.24.15.0	a.24.15	3gwl
d1knya1	128	a.24.16.1	a.24.16	1kny
d1joga_	135	a.24.16.2	a.24.16	1jog
d1wtya_	116	a.24.16.2	a.24.16	1wty
d1v4aa1	151	a.24.16.4	a.24.16	1v4a
d1wola_	122	a.24.16.0	a.24.16	1wol
d1l3pa_	102	a.24.17.1	a.24.17	1l3p
d1nlxa_	104	a.24.17.1	a.24.17	1nlx
d1nzea_	112	a.24.18.1	a.24.18	1nze
d1vh6a_	102	a.24.19.1	a.24.19	1vh6
d3iqca_	119	a.24.19.0	a.24.19	3iqc
d1v74b_	87	a.24.20.1	a.24.20	1v74
d1gm5a1	99	a.24.21.1	a.24.21	1gm5
d1t6ua_	117	a.24.22.1	a.24.22	1t6u
d1szia_	194	a.24.23.1	a.24.23	1szi
d1xzpa1	173	a.24.25.1	a.24.25	1xzp
d2huja1	120	a.24.26.1	a.24.26	2huj
d2etsa1	110	a.24.26.1	a.24.26	2ets
d2im8a_	123	a.24.26.1	a.24.26	2im8
d2ap3a1	181	a.24.27.1	a.24.27	2ap3
d2j9ua_	94	a.24.28.1	a.24.28	2j9u
d2p61a1	113	a.24.29.1	a.24.29	2p61
d1z6om1	191	a.25.1.1	a.25.1	1z6o
d1z6oa1	200	a.25.1.1	a.25.1	1z6o
d1lb3a_	167	a.25.1.1	a.25.1	1lb3
d1nf4a_	169	a.25.1.1	a.25.1	1nf4
d2y3qa_	157	a.25.1.1	a.25.1	2y3q
d1jiga_	146	a.25.1.1	a.25.1	1jig
d1tjoa_	180	a.25.1.1	a.25.1	1tjo
d1zs3a1	171	a.25.1.1	a.25.1	1zs3
d2pyba_	151	a.25.1.1	a.25.1	2pyb
d2yw6a_	148	a.25.1.1	a.25.1	2yw6
d2fjca1	151	a.25.1.1	a.25.1	2fjc
d2fzfa1	158	a.25.1.1	a.25.1	2fzf
d1j30a_	141	a.25.1.1	a.25.1	1j30
d1yuza1	133	a.25.1.1	a.25.1	1yuz
d3e6sa_	159	a.25.1.1	a.25.1	3e6s
d1vlga_	164	a.25.1.1	a.25.1	1vlg
d1lkoa1	146	a.25.1.1	a.25.1	1lko
d1nnqa1	133	a.25.1.1	a.25.1	1nnq
d4cvra_	156	a.25.1.1	a.25.1	4cvr
d3bvfa1	166	a.25.1.1	a.25.1	3bvf
d3ak8a_	154	a.25.1.1	a.25.1	3ak8
d3ak8i_	155	a.25.1.1	a.25.1	3ak8
d2cf7a_	156	a.25.1.1	a.25.1	2cf7
d4cy9a1	167	a.25.1.1	a.25.1	4cy9
d1mtyd_	512	a.25.1.2	a.25.1	1mty
d1mtyb_	384	a.25.1.2	a.25.1	1mty
d1za0a1	242	a.25.1.2	a.25.1	1za0
d1syya_	317	a.25.1.2	a.25.1	1syy
d3mjoa_	296	a.25.1.2	a.25.1	3mjo
d1mxra_	339	a.25.1.2	a.25.1	1mxr
d1w68a_	281	a.25.1.2	a.25.1	1w68
d2incb_	322	a.25.1.2	a.25.1	2inc
d2uw1a_	327	a.25.1.2	a.25.1	2uw1
d3ge3a_	491	a.25.1.2	a.25.1	3ge3
d1jkva_	266	a.25.1.3	a.25.1	1jkv
d2v8ta_	302	a.25.1.3	a.25.1	2v8t
d2gyqa1	160	a.25.1.4	a.25.1	2gyq
d3k6ca_	91	a.25.1.5	a.25.1	3k6c
d2oc5a1	222	a.25.1.6	a.25.1	2oc5
d2itba1	199	a.25.1.7	a.25.1	2itb
d2oh3a1	149	a.25.1.8	a.25.1	2oh3
d2ib0a1	142	a.25.1.9	a.25.1	2ib0
d2c2ua_	178	a.25.1.0	a.25.1	2c2u
d4a25a_	167	a.25.1.0	a.25.1	4a25
d2z90a_	161	a.25.1.0	a.25.1	2z90
d3b3ha_	161	a.25.1.0	a.25.1	3b3h
d7diea_	164	a.25.1.0	a.25.1	7die
d5hjfa_	179	a.25.1.0	a.25.1	5hjf
d4cyba_	172	a.25.1.0	a.25.1	4cyb
d2vxxa_	172	a.25.1.0	a.25.1	2vxx
d2c41a_	155	a.25.1.0	a.25.1	2c41
d1niga_	146	a.25.2.1	a.25.2	1nig
d1noga_	149	a.25.2.2	a.25.2	1nog
d6d5xa_	151	a.25.2.0	a.25.2	6d5x
d2idxa_	148	a.25.2.0	a.25.2	2idx
d3ci3a1	187	a.25.2.0	a.25.2	3ci3
d2g2da_	160	a.25.2.0	a.25.2	2g2d
d3favb_	72	a.25.3.1	a.25.3	3fav
d3fava_	74	a.25.3.1	a.25.3	3fav
d2g38a1	77	a.25.4.1	a.25.4	2g38
d2g38b1	173	a.25.4.2	a.25.4	2g38
d3fx7a1	82	a.25.5.1	a.25.5	3fx7
d2nr5a1	60	a.25.6.1	a.25.6	2nr5
d1cnt1_	150	a.26.1.1	a.26.1	1cnt
d1bgca_	158	a.26.1.1	a.26.1	1bgc
d1huwa_	166	a.26.1.1	a.26.1	1huw
d1f45b_	133	a.26.1.1	a.26.1	1f45
d1alua_	157	a.26.1.1	a.26.1	1alu
d1i1rb_	167	a.26.1.1	a.26.1	1i1r
d1ax8a_	130	a.26.1.1	a.26.1	1ax8
d1lkia_	172	a.26.1.1	a.26.1	1lki
d1evsa_	163	a.26.1.1	a.26.1	1evs
d1f6fa_	183	a.26.1.1	a.26.1	1f6f
d1eera_	166	a.26.1.2	a.26.1	1eer
d1etea_	134	a.26.1.2	a.26.1	1ete
d3l5xa_	101	a.26.1.2	a.26.1	3l5x
d2z3qa1	109	a.26.1.2	a.26.1	2z3q
d1m48a_	123	a.26.1.2	a.26.1	1m48
d2oqpa1	133	a.26.1.2	a.26.1	2oqp
d1jlia_	112	a.26.1.2	a.26.1	1jli
d1hula_	108	a.26.1.2	a.26.1	1hul
d1scfa_	119	a.26.1.2	a.26.1	1scf
d1v7mv_	145	a.26.1.2	a.26.1	1v7m
d2d48a_	129	a.26.1.2	a.26.1	2d48
d5d22a_	120	a.26.1.2	a.26.1	5d22
d1au1a_	166	a.26.1.3	a.26.1	1au1
d1wu3i_	161	a.26.1.3	a.26.1	1wu3
d1d9ca_	121	a.26.1.3	a.26.1	1d9c
d3besl_	133	a.26.1.3	a.26.1	3bes
d2ilka_	155	a.26.1.3	a.26.1	2ilk
d1lqsl_	142	a.26.1.3	a.26.1	1lqs
d1n1fa_	153	a.26.1.3	a.26.1	1n1f
d3dlqi_	131	a.26.1.3	a.26.1	3dlq
d3oq3a_	166	a.26.1.3	a.26.1	3oq3
d1f7ua1	124	a.27.1.1	a.27.1	1f7u
d1iq0a1	126	a.27.1.1	a.27.1	1iq0
d1u0bb1	146	a.27.1.1	a.27.1	1u0b
d1ffya1	273	a.27.1.1	a.27.1	1ffy
d1ilea1	180	a.27.1.1	a.27.1	1ile
d1h3na1	128	a.27.1.1	a.27.1	1h3n
d1pfva1	162	a.27.1.1	a.27.1	1pfv
d1rqga1	210	a.27.1.1	a.27.1	1rqg
d1ivsa2	218	a.27.1.1	a.27.1	1ivs
d2ct8a2	151	a.27.1.0	a.27.1	2ct8
d2d5ba1	152	a.27.1.0	a.27.1	2d5b
d1t8ka_	77	a.28.1.1	a.28.1	1t8k
d1klpa_	115	a.28.1.1	a.28.1	1klp
d2jq4a1	83	a.28.1.1	a.28.1	2jq4
d1nq4a_	95	a.28.1.1	a.28.1	1nq4
d4h2wc1	77	a.28.1.1	a.28.1	4h2w
d2cg5b_	71	a.28.1.1	a.28.1	2cg5
d1dnya_	76	a.28.1.2	a.28.1	1dny
d1dv5a_	80	a.28.1.3	a.28.1	1dv5
d4bpfa1	77	a.28.1.0	a.28.1	4bpf
d2cgqa1	73	a.28.1.0	a.28.1	2cgq
d7bvgp_	93	a.28.1.0	a.28.1	7bvg
d2gyka1	83	a.28.2.1	a.28.2	2gyk
d2eiaa1	75	a.28.3.1	a.28.3	2eia
d3ds2a_	84	a.28.3.1	a.28.3	3ds2
d1a8oa_	70	a.28.3.1	a.28.3	1a8o
d1d1da1	80	a.28.3.1	a.28.3	1d1d
d3g21a_	77	a.28.3.1	a.28.3	3g21
d4bhxa1	88	a.28.3.0	a.28.3	4bhx
d4e6sa_	85	a.28.3.0	a.28.3	4e6s
d1e6ia_	110	a.29.2.1	a.29.2	1e6i
d1eqfa1	139	a.29.2.1	a.29.2	1eqf
d1eqfa2	128	a.29.2.1	a.29.2	1eqf
d5bt3a_	114	a.29.2.1	a.29.2	5bt3
d6cw0a_	104	a.29.2.0	a.29.2	6cw0
d6bqaa_	102	a.29.2.0	a.29.2	6bqa
d3u5la_	127	a.29.2.0	a.29.2	3u5l
d6fgga_	101	a.29.2.0	a.29.2	6fgg
d6haza_	113	a.29.2.0	a.29.2	6haz
d3g0ja_	117	a.29.2.0	a.29.2	3g0j
d2grca_	121	a.29.2.0	a.29.2	2grc
d3nxba_	101	a.29.2.0	a.29.2	3nxb
d3fkmx1	115	a.29.2.0	a.29.2	3fkm
d6df4a_	134	a.29.2.0	a.29.2	6df4
d5c8ga_	122	a.29.2.0	a.29.2	5c8g
d1u8va1	215	a.29.3.1	a.29.3	1u8v
d2d29a1	153	a.29.3.1	a.29.3	2d29
d1siqa1	154	a.29.3.1	a.29.3	1siq
d1rx0a1	153	a.29.3.1	a.29.3	1rx0
d1ivha1	151	a.29.3.1	a.29.3	1ivh
d2c0ua1	160	a.29.3.1	a.29.3	2c0u
d2c12a1	170	a.29.3.1	a.29.3	2c12
d1r2ja1	144	a.29.3.1	a.29.3	1r2j
d1w07a1	186	a.29.3.2	a.29.3	1w07
d1w07a2	198	a.29.3.2	a.29.3	1w07
d2ddha1	173	a.29.3.2	a.29.3	2ddh
d2ddha2	181	a.29.3.2	a.29.3	2ddh
d5af7a2	160	a.29.3.0	a.29.3	5af7
d2fona3	195	a.29.3.0	a.29.3	2fon
d1gkza1	148	a.29.5.1	a.29.5	1gkz
d2pnra1	164	a.29.5.1	a.29.5	2pnr
d2e0aa1	165	a.29.5.0	a.29.5	2e0a
d4e01a1	146	a.29.5.0	a.29.5	4e01
d1x91a_	149	a.29.6.1	a.29.6	1x91
d2cj4a_	147	a.29.6.1	a.29.6	2cj4
d1tdpa_	111	a.29.8.1	a.29.8	1tdp
d2bl8a1	93	a.29.8.2	a.29.8	2bl8
d2etda1	139	a.29.9.1	a.29.9	2etd
d1v9va1	101	a.29.10.1	a.29.10	1v9v
d2fefa1	124	a.29.11.1	a.29.11	2fef
d2fug11	105	a.29.12.1	a.29.12	2fug
d3dbya1	121	a.29.13.1	a.29.13	3dby
d3dbya2	135	a.29.13.1	a.29.13	3dby
d3d19a1	134	a.29.13.1	a.29.13	3d19
d3d19a2	130	a.29.13.1	a.29.13	3d19
d2qzga1	88	a.29.14.1	a.29.14	2qzg
d2qsba1	85	a.29.14.1	a.29.14	2qsb
d2hi7b1	134	a.29.15.1	a.29.15	2hi7
d2rlda1	113	a.29.16.1	a.29.16	2rld
d2gsca1	113	a.29.16.1	a.29.16	2gsc
d2hgka1	109	a.29.17.1	a.29.17	2hgk
d1nkda_	59	a.30.1.1	a.30.1	1nkd
d1joya_	67	a.30.2.1	a.30.2	1joy
d1b3qa1	62	a.30.2.1	a.30.2	1b3q
d2c2aa1	89	a.30.2.1	a.30.2	2c2a
d5b1na_	59	a.30.2.1	a.30.2	5b1n
d1pd3a_	54	a.30.3.1	a.30.3	1pd3
d1zkea1	79	a.30.6.1	a.30.6	1zke
d2bzba1	54	a.30.7.1	a.30.7	2bzb
d2c0sa1	183	a.30.7.1	a.30.7	2c0s
d2az0a1	70	a.30.8.1	a.30.8	2az0
d3im3a_	50	a.31.1.1	a.31.1	3im3
d2izxa_	39	a.31.1.1	a.31.1	2izx
d1nh2b_	46	a.32.1.1	a.32.1	1nh2
d1nvpb_	43	a.32.1.1	a.32.1	1nvp
d1nh2d1	50	a.32.1.1	a.32.1	1nh2
d1ecia_	37	a.33.1.1	a.33.1	1eci
d1b0nb_	31	a.34.1.1	a.34.1	1b0n
d1b0na1	35	a.34.1.1	a.34.1	1b0n
d1g2ya_	31	a.34.2.1	a.34.2	1g2y
d1q2ha_	63	a.34.4.1	a.34.4	1q2h
d1ic8a2	94	a.35.1.1	a.35.1	1ic8
d1e3oc2	75	a.35.1.1	a.35.1	1e3o
d1r69a_	63	a.35.1.2	a.35.1	1r69
d2ecsa_	60	a.35.1.2	a.35.1	2ecs
d2ovga_	58	a.35.1.2	a.35.1	2ovg
d1rzsa_	61	a.35.1.2	a.35.1	1rzs
d1lmb3_	87	a.35.1.2	a.35.1	1lmb
d1neqa_	74	a.35.1.2	a.35.1	1neq
